50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	1	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	10	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	1
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	8	100	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	1	0
50	16	10	0
50	16	10	0
50	16	10	0
